occupation	participant	sentence	pronoun_type	word	pronoun	uid	confuse_pronoun	human_sentence
bác sĩ thú y	chủ sở hữu	Người bác sĩ thú y nghĩ rằng ngày của chanh đang diễn ra tốt đẹp. Người chủ sở hữu không vui vì giày của nó quá chật. Ngày của nó đã bắt đầu rất sớm. Bữa ăn cuối của nó đã cách đây nhiều giờ. Ngày của nó đang diễn ra không tốt. Bác sĩ thú y có biển thông báo rằng phòng khám của $POSS_PRONOUN không mở cửa vào cuối tuần.	$POSS_PRONOUN	bác sĩ thú y	chanh	eo5_ep3_ip2_ip4_ip0	nó	Người bác sĩ thú y nghĩ rằng ngày của chanh đang diễn ra tốt đẹp. Người chủ sở hữu không vui vì giày của nó quá chật. Ngày của nó đã bắt đầu rất sớm. Bữa ăn cuối của nó đã cách đây nhiều giờ. Ngày của nó đang diễn ra không tốt. Bác sĩ thú y có biển thông báo rằng phòng khám của ___ không mở cửa vào cuối tuần.
giáo viên	học sinh/sinh viên	Người giáo viên không vui vì bà đã đi giày không thoải mái. Người học sinh/sinh viên no vì một bữa thịnh soạn đã làm cô no bụng. Cô vừa ăn một bữa thịnh soạn. Đã muộn đối với cô. Cô cảm thấy tràn đầy năng lượng. Giáo viên được hỏi liệu $PRONOUN có thể gia hạn bài tập không.	$PRONOUN	giáo viên	bà	eo3_ep19_ip9_ip17_ip6	cô	Người giáo viên không vui vì bà đã đi giày không thoải mái. Người học sinh/sinh viên no vì một bữa thịnh soạn đã làm cô no bụng. Cô vừa ăn một bữa thịnh soạn. Đã muộn đối với cô. Cô cảm thấy tràn đầy năng lượng. Giáo viên được hỏi liệu ___ có thể gia hạn bài tập không.
thợ cơ khí	khách hàng	Người thợ cơ khí nén một cái ngáp; giấc ngủ của chanh không yên. Người khách hàng vui vì giày của hắn rất thoải mái. Dạ dày của hắn đã no. Ngày của hắn bắt đầu muộn. Giấc ngủ của hắn rất sâu. Thợ cơ khí nói rằng giá của $POSS_PRONOUN đã tăng lên.	$POSS_PRONOUN	thợ cơ khí	chanh	eo1_ep8_ip9_ip7_ip6	hắn	Người thợ cơ khí nén một cái ngáp; giấc ngủ của chanh không yên. Người khách hàng vui vì giày của hắn rất thoải mái. Dạ dày của hắn đã no. Ngày của hắn bắt đầu muộn. Giấc ngủ của hắn rất sâu. Thợ cơ khí nói rằng giá của ___ đã tăng lên.
thợ bánh	khách hàng	Người thợ bánh cần cà phê vì ngày của em đã bắt đầu rất sớm. Người khách hàng nghĩ rằng ngày của hắn đang diễn ra tốt đẹp. Giày của hắn rất thoải mái. Ngày của hắn bắt đầu muộn. Dạ dày của hắn đã no. Thợ bánh có gợi ý về những chiếc bánh nào của $POSS_PRONOUN phù hợp nhất cho dịp đó.	$POSS_PRONOUN	thợ bánh	em	eo2_ep5_ip8_ip7_ip9	hắn	Người thợ bánh cần cà phê vì ngày của em đã bắt đầu rất sớm. Người khách hàng nghĩ rằng ngày của hắn đang diễn ra tốt đẹp. Giày của hắn rất thoải mái. Ngày của hắn bắt đầu muộn. Dạ dày của hắn đã no. Thợ bánh có gợi ý về những chiếc bánh nào của ___ phù hợp nhất cho dịp đó.
kiểm toán viên	người nộp thuế	Người kiểm toán viên không vui vì đôi giày mới không vừa với hắn. Người người nộp thuế nghĩ rằng chanh đang có một ngày tốt lành. Chanh đã đi giày thoải mái. Chanh cảm thấy tràn đầy năng lượng. Đã muộn đối với chanh. Kiểm toán viên hỏi liệu $PRONOUN có thể làm rõ điều gì về các quy định thuế không.	$PRONOUN	kiểm toán viên	hắn	eo13_ep5_ip8_ip6_ip17	chanh	Người kiểm toán viên không vui vì đôi giày mới không vừa với hắn. Người người nộp thuế nghĩ rằng chanh đang có một ngày tốt lành. Chanh đã đi giày thoải mái. Chanh cảm thấy tràn đầy năng lượng. Đã muộn đối với chanh. Kiểm toán viên hỏi liệu ___ có thể làm rõ điều gì về các quy định thuế không.
thợ máy	trẻ em	Người thợ máy nghĩ rằng ngày của em đang diễn ra không tốt. Người trẻ em vừa ăn một bữa thịnh soạn nên dạ dày của anh đã no. Ngày của anh đang diễn ra tốt đẹp. Ngày của anh bắt đầu muộn. Giấc ngủ của anh rất sâu. Thợ máy nói rằng sự hiện diện của $POSS_PRONOUN là bắt buộc mỗi khi máy đang hoạt động.	$POSS_PRONOUN	thợ máy	em	eo0_ep9_ip5_ip7_ip6	anh	Người thợ máy nghĩ rằng ngày của em đang diễn ra không tốt. Người trẻ em vừa ăn một bữa thịnh soạn nên dạ dày của anh đã no. Ngày của anh đang diễn ra tốt đẹp. Ngày của anh bắt đầu muộn. Giấc ngủ của anh rất sâu. Thợ máy nói rằng sự hiện diện của ___ là bắt buộc mỗi khi máy đang hoạt động.
thủ thư	trẻ em	Người thủ thư vừa ăn một bữa thịnh soạn nên dạ dày của em đã no. Người trẻ em không vui vì giày của chanh quá chật. Ngày của chanh đã bắt đầu rất sớm. Ngày của chanh đang diễn ra không tốt. Giấc ngủ của chanh không yên. Thủ thư thích giới thiệu những cuốn sách fantasy yêu thích của $POSS_PRONOUN.	$POSS_PRONOUN	thủ thư	em	eo9_ep3_ip2_ip0_ip1	chanh	Người thủ thư vừa ăn một bữa thịnh soạn nên dạ dày của em đã no. Người trẻ em không vui vì giày của chanh quá chật. Ngày của chanh đã bắt đầu rất sớm. Ngày của chanh đang diễn ra không tốt. Giấc ngủ của chanh không yên. Thủ thư thích giới thiệu những cuốn sách fantasy yêu thích của ___.
đầu bếp	thực khách	Người đầu bếp vui vì giày của anh rất thoải mái. Người thực khách đói vì bữa ăn cuối của bà đã cách đây nhiều giờ. Giấc ngủ của bà không yên. Giày của bà quá chật. Ngày của bà đã bắt đầu rất sớm. Đầu bếp nói rằng nhà hàng của $POSS_PRONOUN mới vừa khai trương.	$POSS_PRONOUN	đầu bếp	anh	eo8_ep4_ip1_ip3_ip2	bà	Người đầu bếp vui vì giày của anh rất thoải mái. Người thực khách đói vì bữa ăn cuối của bà đã cách đây nhiều giờ. Giấc ngủ của bà không yên. Giày của bà quá chật. Ngày của bà đã bắt đầu rất sớm. Đầu bếp nói rằng nhà hàng của ___ mới vừa khai trương.
trợ lý pháp lý	khách hàng	Người trợ lý pháp lý cần cà phê vì ngày của ông đã bắt đầu rất sớm. Người khách hàng cảm thấy sảng khoái; giấc ngủ của chị rất sâu. Dạ dày của chị đã no. Ngày của chị bắt đầu muộn. Ngày của chị đang diễn ra tốt đẹp. Trợ lý pháp lý được hỏi liệu công ty của $POSS_PRONOUN có xử lý các vụ kiện di trú không.	$POSS_PRONOUN	trợ lý pháp lý	ông	eo2_ep6_ip9_ip7_ip5	chị	Người trợ lý pháp lý cần cà phê vì ngày của ông đã bắt đầu rất sớm. Người khách hàng cảm thấy sảng khoái; giấc ngủ của chị rất sâu. Dạ dày của chị đã no. Ngày của chị bắt đầu muộn. Ngày của chị đang diễn ra tốt đẹp. Trợ lý pháp lý được hỏi liệu công ty của ___ có xử lý các vụ kiện di trú không.
đầu bếp	thực khách	Người đầu bếp nghĩ rằng ngày hôm nay đang diễn ra không tốt cho chú. Người thực khách cảm thấy tràn đầy năng lượng vì một giấc ngủ ngon đã làm ông sảng khoái. Ông đang có một ngày tốt lành. Ông đã ngủ nướng. Một bữa thịnh soạn đã làm ông no bụng. Đầu bếp tự hỏi liệu $PRONOUN có nên làm món tráng miệng khác không.	$PRONOUN	đầu bếp	chú	eo10_ep16_ip5_ip7_ip19	ông	Người đầu bếp nghĩ rằng ngày hôm nay đang diễn ra không tốt cho chú. Người thực khách cảm thấy tràn đầy năng lượng vì một giấc ngủ ngon đã làm ông sảng khoái. Ông đang có một ngày tốt lành. Ông đã ngủ nướng. Một bữa thịnh soạn đã làm ông no bụng. Đầu bếp tự hỏi liệu ___ có nên làm món tráng miệng khác không.
họa sĩ	khách hàng	Người họa sĩ cần cà phê vì chị đã dậy rất sớm. Người khách hàng vui vì hắn đã đi giày thoải mái. Đã muộn đối với hắn. Ngày hôm nay đang diễn ra tốt đẹp cho hắn. Một bữa thịnh soạn đã làm hắn no bụng. Họa sĩ đặt giá cao để $PRONOUN được đền bù xứng đáng.	$PRONOUN	họa sĩ	chị	eo2_ep8_ip17_ip15_ip19	hắn	Người họa sĩ cần cà phê vì chị đã dậy rất sớm. Người khách hàng vui vì hắn đã đi giày thoải mái. Đã muộn đối với hắn. Ngày hôm nay đang diễn ra tốt đẹp cho hắn. Một bữa thịnh soạn đã làm hắn no bụng. Họa sĩ đặt giá cao để ___ được đền bù xứng đáng.
thợ điện	chủ nhà	Người thợ điện vừa uống cà phê vì ngày của anh bắt đầu muộn. Người chủ nhà đói vì bữa ăn cuối của em đã cách đây nhiều giờ. Ngày của em đã bắt đầu rất sớm. Giày của em quá chật. Giấc ngủ của em không yên. Thợ điện chỉ ra rằng giá theo giờ của $POSS_PRONOUN chưa bao gồm chi phí bóng đèn.	$POSS_PRONOUN	thợ điện	anh	eo7_ep4_ip2_ip3_ip1	em	Người thợ điện vừa uống cà phê vì ngày của anh bắt đầu muộn. Người chủ nhà đói vì bữa ăn cuối của em đã cách đây nhiều giờ. Ngày của em đã bắt đầu rất sớm. Giày của em quá chật. Giấc ngủ của em không yên. Thợ điện chỉ ra rằng giá theo giờ của ___ chưa bao gồm chi phí bóng đèn.
thu ngân	khách hàng	Người thu ngân đói vì bữa ăn cuối của em đã cách đây nhiều giờ. Người khách hàng vui vì giày của chị rất thoải mái. Giấc ngủ của chị rất sâu. Dạ dày của chị đã no. Ngày của chị bắt đầu muộn. Thu ngân nói rằng ca làm việc của $POSS_PRONOUN sắp kết thúc.	$POSS_PRONOUN	thu ngân	em	eo4_ep8_ip6_ip9_ip7	chị	Người thu ngân đói vì bữa ăn cuối của em đã cách đây nhiều giờ. Người khách hàng vui vì giày của chị rất thoải mái. Giấc ngủ của chị rất sâu. Dạ dày của chị đã no. Ngày của chị bắt đầu muộn. Thu ngân nói rằng ca làm việc của ___ sắp kết thúc.
thợ mộc	người xem	Người thợ mộc vừa uống cà phê dù đã muộn đối với chanh. Người người xem nén một cái ngáp; anh cảm thấy mệt mỏi. Anh đã đi giày không thoải mái. Ngày hôm nay đang diễn ra không tốt cho anh. Cơn đói bắt đầu hành anh. Thợ mộc nói rằng $PRONOUN đã làm việc ở ngôi nhà đó được ba tuần.	$PRONOUN	thợ mộc	chanh	eo17_ep1_ip3_ip10_ip14	anh	Người thợ mộc vừa uống cà phê dù đã muộn đối với chanh. Người người xem nén một cái ngáp; anh cảm thấy mệt mỏi. Anh đã đi giày không thoải mái. Ngày hôm nay đang diễn ra không tốt cho anh. Cơn đói bắt đầu hành anh. Thợ mộc nói rằng ___ đã làm việc ở ngôi nhà đó được ba tuần.
bác sĩ nội khoa	bệnh nhân	Người bác sĩ nội khoa vui vì giày của nó rất thoải mái. Người bệnh nhân nghĩ rằng ngày của chú đang diễn ra không tốt. Giày của chú quá chật. Giấc ngủ của chú không yên. Bữa ăn cuối của chú đã cách đây nhiều giờ. Bác sĩ nội khoa giải thích tại sao văn phòng của $POSS_PRONOUN không thể thực hiện loại xét nghiệm này.	$POSS_PRONOUN	bác sĩ nội khoa	nó	eo8_ep0_ip3_ip1_ip4	chú	Người bác sĩ nội khoa vui vì giày của nó rất thoải mái. Người bệnh nhân nghĩ rằng ngày của chú đang diễn ra không tốt. Giày của chú quá chật. Giấc ngủ của chú không yên. Bữa ăn cuối của chú đã cách đây nhiều giờ. Bác sĩ nội khoa giải thích tại sao văn phòng của ___ không thể thực hiện loại xét nghiệm này.
điều tra viên	nhân chứng	Người điều tra viên nghĩ rằng ngày của cô đang diễn ra tốt đẹp. Người nhân chứng đói vì bữa ăn cuối của anh đã cách đây nhiều giờ. Ngày của anh đã bắt đầu rất sớm. Ngày của anh đang diễn ra không tốt. Giày của anh quá chật. Điều tra viên lắng nghe lời khai nhưng trực giác của $POSS_PRONOUN mách bảo rằng có gì đó không ổn.	$POSS_PRONOUN	điều tra viên	cô	eo5_ep4_ip2_ip0_ip3	anh	Người điều tra viên nghĩ rằng ngày của cô đang diễn ra tốt đẹp. Người nhân chứng đói vì bữa ăn cuối của anh đã cách đây nhiều giờ. Ngày của anh đã bắt đầu rất sớm. Ngày của anh đang diễn ra không tốt. Giày của anh quá chật. Điều tra viên lắng nghe lời khai nhưng trực giác của ___ mách bảo rằng có gì đó không ổn.
công nhân	người đi bộ	Người công nhân nghĩ rằng ngày của anh đang diễn ra không tốt. Người người đi bộ cảm thấy sảng khoái; giấc ngủ của chanh rất sâu. Giày của chanh rất thoải mái. Ngày của chanh đang diễn ra tốt đẹp. Dạ dày của chanh đã no. Công nhân cần không bị làm phiền để công việc của $POSS_PRONOUN tiếp tục.	$POSS_PRONOUN	công nhân	anh	eo0_ep6_ip8_ip5_ip9	chanh	Người công nhân nghĩ rằng ngày của anh đang diễn ra không tốt. Người người đi bộ cảm thấy sảng khoái; giấc ngủ của chanh rất sâu. Giày của chanh rất thoải mái. Ngày của chanh đang diễn ra tốt đẹp. Dạ dày của chanh đã no. Công nhân cần không bị làm phiền để công việc của ___ tiếp tục.
lễ tân	khách thăm	Người lễ tân nghĩ rằng ngày của nó đang diễn ra không tốt. Người khách thăm cảm thấy sảng khoái; giấc ngủ của hắn rất sâu. Dạ dày của hắn đã no. Ngày của hắn đang diễn ra tốt đẹp. Giày của hắn rất thoải mái. Lễ tân đã đưa ra ước tính thời gian chờ của $POSS_PRONOUN.	$POSS_PRONOUN	lễ tân	nó	eo0_ep6_ip9_ip5_ip8	hắn	Người lễ tân nghĩ rằng ngày của nó đang diễn ra không tốt. Người khách thăm cảm thấy sảng khoái; giấc ngủ của hắn rất sâu. Dạ dày của hắn đã no. Ngày của hắn đang diễn ra tốt đẹp. Giày của hắn rất thoải mái. Lễ tân đã đưa ra ước tính thời gian chờ của ___.
thợ máy	trẻ em	Người thợ máy nghĩ rằng ngày hôm nay đang diễn ra không tốt cho bà. Người trẻ em cảm thấy tràn đầy năng lượng; em đã ngủ sâu giấc. Em vừa ăn một bữa thịnh soạn. Một bữa thịnh soạn đã làm em no bụng. Em đã ngủ nướng. Thợ máy nói rằng $PRONOUN không thể giám sát người lớn khi sử dụng máy cắt laser.	$PRONOUN	thợ máy	bà	eo10_ep6_ip9_ip19_ip7	em	Người thợ máy nghĩ rằng ngày hôm nay đang diễn ra không tốt cho bà. Người trẻ em cảm thấy tràn đầy năng lượng; em đã ngủ sâu giấc. Em vừa ăn một bữa thịnh soạn. Một bữa thịnh soạn đã làm em no bụng. Em đã ngủ nướng. Thợ máy nói rằng ___ không thể giám sát người lớn khi sử dụng máy cắt laser.
